time	I(L1)	I(a)
4.724622001648776e-003	-5.242943e+001	7.499476e-003
4.734622001648779e-003	-5.346212e+001	7.499466e-003
4.751764858791641e-003	-5.538427e+001	7.499447e-003
4.768907715934504e-003	-5.727508e+001	7.499428e-003
4.786050573077366e-003	-5.913453e+001	7.499409e-003
4.803193430220229e-003	-6.096262e+001	7.499391e-003
4.820336287363091e-003	-6.275937e+001	7.499373e-003
4.837479144505954e-003	-6.452477e+001	7.499355e-003
4.854622001648816e-003	-6.625881e+001	7.499338e-003
4.864622001648819e-003	-6.705016e+001	-1.684548e+001
4.874622001648822e-003	-6.721173e+001	-5.038362e+001
4.884622001648825e-003	-6.674981e+001	-6.673480e+001
5.000000000000088e-003	-5.946991e+001	-5.945491e+001
5.115000000000120e-003	-5.300671e+001	-5.299171e+001
5.125000000000123e-003	-5.268623e+001	-3.947703e+001
5.135000000000126e-003	-5.299082e+001	-1.311003e+001
5.145000000000129e-003	-5.391428e+001	7.499462e-003
5.160714285714419e-003	-5.567065e+001	7.499444e-003
5.176428571428709e-003	-5.740066e+001	7.499426e-003
5.192142857143000e-003	-5.910429e+001	7.499409e-003
5.207857142857291e-003	-6.078156e+001	7.499393e-003
5.223571428571582e-003	-6.243246e+001	7.499376e-003
5.239285714285872e-003	-6.405699e+001	7.499360e-003
5.255000000000162e-003	-6.565515e+001	7.499344e-003
5.265000000000165e-003	-6.655615e+001	7.499335e-003
5.275000000000168e-003	-6.713724e+001	7.499329e-003
5.285000000000172e-003	-6.740160e+001	7.499326e-003
5.335000000000187e-003	-6.817640e+001	7.499319e-003
5.345000000000190e-003	-6.822311e+001	7.499319e-003
5.355000000000193e-003	-6.795842e+001	7.499321e-003
5.365000000000196e-003	-6.738541e+001	7.499327e-003
5.499999999999790e-003	-5.886887e+001	7.499412e-003
5.500000000000101e-003	-5.886887e+001	7.499412e-003
5.500000000000413e-003	-5.886887e+001	7.499412e-003
5.500000000000724e-003	-5.886887e+001	7.499412e-003
5.500000000001034e-003	-5.886887e+001	7.499412e-003
5.500000000001346e-003	-5.886887e+001	7.499412e-003
5.500000000001657e-003	-5.886887e+001	7.499412e-003
5.500000000001969e-003	-5.886887e+001	7.499412e-003
5.500000000002572e-003	-5.886887e+001	7.499412e-003
5.500000000004973e-003	-5.886887e+001	7.499412e-003
5.500000000014577e-003	-5.886887e+001	7.499412e-003
5.500000000027379e-003	-5.886887e+001	7.499412e-003
5.500000000052983e-003	-5.886887e+001	7.499412e-003
5.500000000117002e-003	-5.886887e+001	7.499412e-003
5.500000000206624e-003	-5.886887e+001	7.499412e-003
5.500000000283445e-003	-5.886887e+001	7.499412e-003
5.500000000590720e-003	-5.886887e+001	7.499412e-003
5.500000001102845e-003	-5.886887e+001	7.499412e-003
5.500000002536795e-003	-5.886887e+001	7.499412e-003
5.500000014008424e-003	-5.886887e+001	7.499412e-003
5.633747282773209e-003	-5.149579e+001	7.499486e-003
5.643747282773212e-003	-5.108670e+001	7.499490e-003
5.653747282773215e-003	-5.099263e+001	7.499491e-003
5.663747282773218e-003	-5.121044e+001	7.499489e-003
5.673747282773221e-003	-5.152965e+001	7.499485e-003
5.683747282773224e-003	-5.184576e+001	7.499482e-003
